time (s),out (V),in (V)
287.7E-12,650.7E-6,5.000
287.8E-12,647.7E-6,5.000
287.9E-12,644.7E-6,5.000
288.0E-12,641.8E-6,5.000
288.1E-12,638.9E-6,5.000
288.2E-12,636.0E-6,5.000
288.3E-12,633.1E-6,5.000
288.4E-12,630.2E-6,5.000
288.5E-12,627.3E-6,5.000
288.6E-12,624.5E-6,5.000
288.7E-12,621.6E-6,5.000
288.8E-12,618.8E-6,5.000
288.9E-12,616.0E-6,5.000
289.0E-12,613.1E-6,5.000
289.1E-12,610.3E-6,5.000
289.2E-12,607.6E-6,5.000
289.3E-12,604.8E-6,5.000
289.4E-12,602.0E-6,5.000
289.5E-12,599.3E-6,5.000
289.6E-12,596.6E-6,5.000
289.7E-12,593.8E-6,5.000
289.8E-12,591.1E-6,5.000
289.9E-12,588.4E-6,5.000
290.0E-12,585.8E-6,5.000
290.1E-12,583.1E-6,5.000
290.2E-12,580.4E-6,5.000
290.3E-12,577.8E-6,5.000
290.4E-12,575.2E-6,5.000
290.5E-12,572.5E-6,5.000
290.6E-12,569.9E-6,5.000
290.7E-12,567.3E-6,5.000
290.8E-12,564.7E-6,5.000
290.9E-12,562.2E-6,5.000
291.0E-12,559.6E-6,5.000
291.1E-12,557.0E-6,5.000
291.2E-12,554.5E-6,5.000
291.3E-12,552.0E-6,5.000
291.4E-12,549.5E-6,5.000
291.5E-12,547.0E-6,5.000
291.6E-12,544.5E-6,5.000
291.7E-12,542.0E-6,5.000
291.8E-12,539.5E-6,5.000
291.9E-12,537.1E-6,5.000
292.0E-12,534.6E-6,5.000
292.1E-12,532.2E-6,5.000
292.2E-12,529.7E-6,5.000
292.3E-12,527.3E-6,5.000
292.4E-12,524.9E-6,5.000
292.5E-12,522.5E-6,5.000
292.6E-12,520.2E-6,5.000
292.7E-12,517.8E-6,5.000
292.8E-12,515.4E-6,5.000
292.9E-12,513.1E-6,5.000
293.0E-12,510.7E-6,5.000
293.1E-12,508.4E-6,5.000
293.2E-12,506.1E-6,5.000
293.3E-12,503.8E-6,5.000
293.4E-12,501.5E-6,5.000
293.5E-12,499.2E-6,5.000
293.6E-12,496.9E-6,5.000
293.7E-12,494.7E-6,5.000
293.8E-12,492.4E-6,5.000
293.9E-12,490.2E-6,5.000
294.0E-12,487.9E-6,5.000
294.1E-12,485.7E-6,5.000
294.2E-12,483.5E-6,5.000
294.3E-12,481.3E-6,5.000
294.4E-12,479.1E-6,5.000
294.5E-12,476.9E-6,5.000
294.6E-12,474.7E-6,5.000
294.7E-12,472.6E-6,5.000
294.8E-12,470.4E-6,5.000
294.9E-12,468.3E-6,5.000
295.0E-12,466.1E-6,5.000
295.1E-12,464.0E-6,5.000
295.2E-12,461.9E-6,5.000
295.3E-12,459.8E-6,5.000
295.4E-12,457.7E-6,5.000
295.5E-12,455.6E-6,5.000
295.6E-12,453.5E-6,5.000
295.7E-12,451.5E-6,5.000
295.8E-12,449.4E-6,5.000
295.9E-12,447.4E-6,5.000
296.0E-12,445.3E-6,5.000
296.1E-12,443.3E-6,5.000
296.2E-12,441.3E-6,5.000
296.3E-12,439.3E-6,5.000
296.4E-12,437.3E-6,5.000
296.5E-12,435.3E-6,5.000
296.6E-12,433.3E-6,5.000
296.7E-12,431.3E-6,5.000
296.8E-12,429.3E-6,5.000
296.9E-12,427.4E-6,5.000
297.0E-12,425.4E-6,5.000
297.1E-12,423.5E-6,5.000
297.2E-12,421.6E-6,5.000
297.3E-12,419.6E-6,5.000
297.4E-12,417.7E-6,5.000
297.5E-12,415.8E-6,5.000
297.6E-12,413.9E-6,5.000
297.7E-12,412.0E-6,5.000
297.8E-12,410.2E-6,5.000
297.9E-12,408.3E-6,5.000
298.0E-12,406.4E-6,5.000
298.1E-12,404.6E-6,5.000
298.2E-12,402.7E-6,5.000
298.3E-12,400.9E-6,5.000
298.4E-12,399.1E-6,5.000
298.5E-12,397.3E-6,5.000
298.6E-12,395.4E-6,5.000
298.7E-12,393.6E-6,5.000
298.8E-12,391.8E-6,5.000
298.9E-12,390.1E-6,5.000
299.0E-12,388.3E-6,5.000
299.1E-12,386.5E-6,5.000
299.2E-12,384.7E-6,5.000
299.3E-12,383.0E-6,5.000
299.4E-12,381.2E-6,5.000
299.5E-12,379.5E-6,5.000
299.6E-12,377.8E-6,5.000
299.7E-12,376.1E-6,5.000
299.8E-12,374.3E-6,5.000
299.9E-12,372.6E-6,5.000
300.0E-12,370.9E-6,5.000
300.1E-12,369.3E-6,5.000
300.2E-12,367.6E-6,5.000
300.3E-12,365.9E-6,5.000
300.4E-12,364.2E-6,5.000
300.5E-12,362.6E-6,5.000
300.6E-12,360.9E-6,5.000
300.7E-12,359.3E-6,5.000
300.8E-12,357.6E-6,5.000
300.9E-12,356.0E-6,5.000
301.0E-12,354.4E-6,5.000
301.1E-12,352.8E-6,5.000
301.2E-12,351.2E-6,5.000
301.3E-12,349.6E-6,5.000
301.4E-12,348.0E-6,5.000
301.5E-12,346.4E-6,5.000
301.6E-12,344.8E-6,5.000
301.7E-12,343.2E-6,5.000
301.8E-12,341.7E-6,5.000
301.9E-12,340.1E-6,5.000
302.0E-12,338.6E-6,5.000
302.1E-12,337.0E-6,5.000
302.2E-12,335.5E-6,5.000
302.3E-12,333.9E-6,5.000
302.4E-12,332.4E-6,5.000
302.5E-12,330.9E-6,5.000
302.6E-12,329.4E-6,5.000
302.7E-12,327.9E-6,5.000
302.8E-12,326.4E-6,5.000
302.9E-12,324.9E-6,5.000
303.0E-12,323.4E-6,5.000
303.1E-12,322.0E-6,5.000
303.2E-12,320.5E-6,5.000
303.3E-12,319.0E-6,5.000
303.4E-12,317.6E-6,5.000
303.5E-12,316.1E-6,5.000
303.6E-12,314.7E-6,5.000
303.7E-12,313.3E-6,5.000
303.8E-12,311.8E-6,5.000
303.9E-12,310.4E-6,5.000
304.0E-12,309.0E-6,5.000
304.1E-12,307.6E-6,5.000
304.2E-12,306.2E-6,5.000
304.3E-12,304.8E-6,5.000
304.4E-12,303.4E-6,5.000
304.5E-12,302.0E-6,5.000
304.6E-12,300.6E-6,5.000
304.7E-12,299.3E-6,5.000
304.8E-12,297.9E-6,5.000
304.9E-12,296.5E-6,5.000
305.0E-12,295.2E-6,5.000
305.1E-12,293.8E-6,5.000
305.2E-12,292.5E-6,5.000
305.3E-12,291.2E-6,5.000
305.4E-12,289.8E-6,5.000
305.5E-12,288.5E-6,5.000
305.6E-12,287.2E-6,5.000
305.7E-12,285.9E-6,5.000
305.8E-12,284.6E-6,5.000
305.9E-12,283.3E-6,5.000
306.0E-12,282.0E-6,5.000
306.1E-12,280.7E-6,5.000
306.2E-12,279.4E-6,5.000
306.3E-12,278.2E-6,5.000
306.4E-12,276.9E-6,5.000
306.5E-12,275.6E-6,5.000
306.6E-12,274.4E-6,5.000
306.7E-12,273.1E-6,5.000
306.8E-12,271.9E-6,5.000
306.9E-12,270.6E-6,5.000
307.0E-12,269.4E-6,5.000
307.1E-12,268.2E-6,5.000
307.2E-12,267.0E-6,5.000
307.3E-12,265.7E-6,5.000
307.4E-12,264.5E-6,5.000
307.5E-12,263.3E-6,5.000
307.6E-12,262.1E-6,5.000
307.7E-12,260.9E-6,5.000
307.8E-12,259.7E-6,5.000
307.9E-12,258.6E-6,5.000
308.0E-12,257.4E-6,5.000
308.1E-12,256.2E-6,5.000
308.2E-12,255.0E-6,5.000
308.3E-12,253.9E-6,5.000
308.4E-12,252.7E-6,5.000
308.5E-12,251.6E-6,5.000
308.6E-12,250.4E-6,5.000
308.7E-12,249.3E-6,5.000
308.8E-12,248.1E-6,5.000
308.9E-12,247.0E-6,5.000
309.0E-12,245.9E-6,5.000
309.1E-12,244.8E-6,5.000
309.2E-12,243.7E-6,5.000
309.3E-12,242.5E-6,5.000
309.4E-12,241.4E-6,5.000
309.5E-12,240.3E-6,5.000
309.6E-12,239.2E-6,5.000
309.7E-12,238.2E-6,5.000
309.8E-12,237.1E-6,5.000
309.9E-12,236.0E-6,5.000
310.0E-12,234.9E-6,5.000
310.1E-12,233.8E-6,5.000
310.2E-12,232.8E-6,5.000
310.3E-12,231.7E-6,5.000
310.4E-12,230.7E-6,5.000
310.5E-12,229.6E-6,5.000
310.6E-12,228.6E-6,5.000
310.7E-12,227.5E-6,5.000
310.8E-12,226.5E-6,5.000
310.9E-12,225.4E-6,5.000
311.0E-12,224.4E-6,5.000
311.1E-12,223.4E-6,5.000
311.2E-12,222.4E-6,5.000
311.3E-12,221.4E-6,5.000
311.4E-12,220.4E-6,5.000
311.5E-12,219.4E-6,5.000
311.6E-12,218.4E-6,5.000
311.7E-12,217.4E-6,5.000
311.8E-12,216.4E-6,5.000
311.9E-12,215.4E-6,5.000
312.0E-12,214.4E-6,5.000
312.1E-12,213.4E-6,5.000
312.2E-12,212.4E-6,5.000
312.3E-12,211.5E-6,5.000
312.4E-12,210.5E-6,5.000
312.5E-12,209.6E-6,5.000
312.6E-12,208.6E-6,5.000
312.7E-12,207.7E-6,5.000
312.8E-12,206.7E-6,5.000
312.9E-12,205.8E-6,5.000
313.0E-12,204.8E-6,5.000
313.1E-12,203.9E-6,5.000
313.2E-12,203.0E-6,5.000
313.3E-12,202.0E-6,5.000
313.4E-12,201.1E-6,5.000
313.5E-12,200.2E-6,5.000
313.6E-12,199.3E-6,5.000
313.7E-12,198.4E-6,5.000
313.8E-12,197.5E-6,5.000
313.9E-12,196.6E-6,5.000
314.0E-12,195.7E-6,5.000
314.1E-12,194.8E-6,5.000
314.2E-12,193.9E-6,5.000
314.3E-12,193.0E-6,5.000
314.4E-12,192.1E-6,5.000
314.5E-12,191.3E-6,5.000
314.6E-12,190.4E-6,5.000
314.7E-12,189.5E-6,5.000
314.8E-12,188.7E-6,5.000
314.9E-12,187.8E-6,5.000
315.0E-12,186.9E-6,5.000
315.1E-12,186.1E-6,5.000
315.2E-12,185.2E-6,5.000
315.3E-12,184.4E-6,5.000
315.4E-12,183.6E-6,5.000
315.5E-12,182.7E-6,5.000
315.6E-12,181.9E-6,5.000
315.7E-12,181.1E-6,5.000
315.8E-12,180.2E-6,5.000
315.9E-12,179.4E-6,5.000
316.0E-12,178.6E-6,5.000
316.1E-12,177.8E-6,5.000
316.2E-12,177.0E-6,5.000
316.3E-12,176.2E-6,5.000
316.4E-12,175.4E-6,5.000
316.5E-12,174.6E-6,5.000
316.6E-12,173.8E-6,5.000
316.7E-12,173.0E-6,5.000
316.8E-12,172.2E-6,5.000
316.9E-12,171.4E-6,5.000
317.0E-12,170.6E-6,5.000
317.1E-12,169.8E-6,5.000
317.2E-12,169.1E-6,5.000
317.3E-12,168.3E-6,5.000
317.4E-12,167.5E-6,5.000
317.5E-12,166.8E-6,5.000
317.6E-12,166.0E-6,5.000
317.7E-12,165.2E-6,5.000
317.8E-12,164.5E-6,5.000
317.9E-12,163.7E-6,5.000
318.0E-12,163.0E-6,5.000
318.1E-12,162.3E-6,5.000
318.2E-12,161.5E-6,5.000
318.3E-12,160.8E-6,5.000
318.4E-12,160.0E-6,5.000
318.5E-12,159.3E-6,5.000
318.6E-12,158.6E-6,5.000
318.7E-12,157.9E-6,5.000
318.8E-12,157.2E-6,5.000
318.9E-12,156.4E-6,5.000
319.0E-12,155.7E-6,5.000
319.1E-12,155.0E-6,5.000
319.2E-12,154.3E-6,5.000
319.3E-12,153.6E-6,5.000
319.4E-12,152.9E-6,5.000
319.5E-12,152.2E-6,5.000
319.6E-12,151.5E-6,5.000
319.7E-12,150.8E-6,5.000
319.8E-12,150.1E-6,5.000
319.9E-12,149.4E-6,5.000
320.0E-12,148.8E-6,5.000
320.1E-12,148.1E-6,5.000
320.2E-12,147.4E-6,5.000
320.3E-12,146.7E-6,5.000
320.4E-12,146.1E-6,5.000
320.5E-12,145.4E-6,5.000
320.6E-12,144.7E-6,5.000
320.7E-12,144.1E-6,5.000
320.8E-12,143.4E-6,5.000
320.9E-12,142.8E-6,5.000
321.0E-12,142.1E-6,5.000
321.1E-12,141.5E-6,5.000
321.2E-12,140.8E-6,5.000
321.3E-12,140.2E-6,5.000
321.4E-12,139.6E-6,5.000
321.5E-12,138.9E-6,5.000
321.6E-12,138.3E-6,5.000
321.7E-12,137.7E-6,5.000
321.8E-12,137.0E-6,5.000
321.9E-12,136.4E-6,5.000
322.0E-12,135.8E-6,5.000
322.1E-12,135.2E-6,5.000
322.2E-12,134.5E-6,5.000
322.3E-12,133.9E-6,5.000
322.4E-12,133.3E-6,5.000
322.5E-12,132.7E-6,5.000
322.6E-12,132.1E-6,5.000
322.7E-12,131.5E-6,5.000
322.8E-12,130.9E-6,5.000
322.9E-12,130.3E-6,5.000
323.0E-12,129.7E-6,5.000
323.1E-12,129.1E-6,5.000
323.2E-12,128.5E-6,5.000
323.3E-12,128.0E-6,5.000
323.4E-12,127.4E-6,5.000
323.5E-12,126.8E-6,5.000
323.6E-12,126.2E-6,5.000
323.7E-12,125.6E-6,5.000
323.8E-12,125.1E-6,5.000
323.9E-12,124.5E-6,5.000
324.0E-12,123.9E-6,5.000
324.1E-12,123.4E-6,5.000
324.2E-12,122.8E-6,5.000
324.3E-12,122.2E-6,5.000
324.4E-12,121.7E-6,5.000
324.5E-12,121.1E-6,5.000
324.6E-12,120.6E-6,5.000
324.7E-12,120.0E-6,5.000
324.8E-12,119.5E-6,5.000
324.9E-12,118.9E-6,5.000
325.0E-12,118.4E-6,5.000
325.1E-12,117.9E-6,5.000
325.2E-12,117.3E-6,5.000
325.3E-12,116.8E-6,5.000
325.4E-12,116.2E-6,5.000
325.5E-12,115.7E-6,5.000
325.6E-12,115.2E-6,5.000
325.7E-12,114.7E-6,5.000
325.8E-12,114.1E-6,5.000
325.9E-12,113.6E-6,5.000
326.0E-12,113.1E-6,5.000
326.1E-12,112.6E-6,5.000
326.2E-12,112.1E-6,5.000
326.3E-12,111.6E-6,5.000
326.4E-12,111.1E-6,5.000
326.5E-12,110.6E-6,5.000
326.6E-12,110.0E-6,5.000
326.7E-12,109.5E-6,5.000
326.8E-12,109.0E-6,5.000
326.9E-12,108.5E-6,5.000
327.0E-12,108.1E-6,5.000
327.1E-12,107.6E-6,5.000
327.2E-12,107.1E-6,5.000
327.3E-12,106.6E-6,5.000
327.4E-12,106.1E-6,5.000
327.5E-12,105.6E-6,5.000
327.6E-12,105.1E-6,5.000
327.7E-12,104.7E-6,5.000
327.8E-12,104.2E-6,5.000
327.9E-12,103.7E-6,5.000
328.0E-12,103.2E-6,5.000
328.1E-12,102.8E-6,5.000
328.2E-12,102.3E-6,5.000
328.3E-12,101.8E-6,5.000
328.4E-12,101.4E-6,5.000
328.5E-12,100.9E-6,5.000
328.6E-12,100.4E-6,5.000
328.7E-12,99.98E-6,5.000
328.8E-12,99.53E-6,5.000
328.9E-12,99.07E-6,5.000
329.0E-12,98.62E-6,5.000
329.1E-12,98.17E-6,5.000
329.2E-12,97.72E-6,5.000
329.3E-12,97.28E-6,5.000
329.4E-12,96.84E-6,5.000
329.5E-12,96.39E-6,5.000
329.6E-12,95.96E-6,5.000
329.7E-12,95.52E-6,5.000
329.8E-12,95.08E-6,5.000
329.9E-12,94.65E-6,5.000
330.0E-12,94.22E-6,5.000
330.1E-12,93.79E-6,5.000
330.2E-12,93.36E-6,5.000
330.3E-12,92.94E-6,5.000
330.4E-12,92.51E-6,5.000
330.5E-12,92.09E-6,5.000
330.6E-12,91.67E-6,5.000
330.7E-12,91.25E-6,5.000
330.8E-12,90.84E-6,5.000
330.9E-12,90.42E-6,5.000
331.0E-12,90.01E-6,5.000
331.1E-12,89.60E-6,5.000
331.2E-12,89.19E-6,5.000
331.3E-12,88.79E-6,5.000
331.4E-12,88.38E-6,5.000
331.5E-12,87.98E-6,5.000
331.6E-12,87.58E-6,5.000
331.7E-12,87.18E-6,5.000
331.8E-12,86.78E-6,5.000
331.9E-12,86.39E-6,5.000
332.0E-12,85.99E-6,5.000
332.1E-12,85.60E-6,5.000
332.2E-12,85.21E-6,5.000
332.3E-12,84.82E-6,5.000
332.4E-12,84.44E-6,5.000
332.5E-12,84.05E-6,5.000
332.6E-12,83.67E-6,5.000
332.7E-12,83.29E-6,5.000
332.8E-12,82.91E-6,5.000
332.9E-12,82.53E-6,5.000
333.0E-12,82.15E-6,5.000
333.1E-12,81.78E-6,5.000
333.2E-12,81.41E-6,5.000
333.3E-12,81.04E-6,5.000
333.4E-12,80.67E-6,5.000
333.5E-12,80.30E-6,5.000
333.6E-12,79.93E-6,5.000
333.7E-12,79.57E-6,5.000
333.8E-12,79.21E-6,5.000
333.9E-12,78.84E-6,5.000
334.0E-12,78.49E-6,5.000
334.1E-12,78.13E-6,5.000
334.2E-12,77.77E-6,5.000
334.3E-12,77.42E-6,5.000
334.4E-12,77.06E-6,5.000
334.5E-12,76.71E-6,5.000
334.6E-12,76.36E-6,5.000
334.7E-12,76.02E-6,5.000
334.8E-12,75.67E-6,5.000
334.9E-12,75.32E-6,5.000
335.0E-12,74.98E-6,5.000
335.1E-12,74.64E-6,5.000
335.2E-12,74.30E-6,5.000
335.3E-12,73.96E-6,5.000
335.4E-12,73.62E-6,5.000
335.5E-12,73.29E-6,5.000
335.6E-12,72.95E-6,5.000
335.7E-12,72.62E-6,5.000
335.8E-12,72.29E-6,5.000
335.9E-12,71.96E-6,5.000
336.0E-12,71.63E-6,5.000
336.1E-12,71.31E-6,5.000
336.2E-12,70.98E-6,5.000
336.3E-12,70.66E-6,5.000
336.4E-12,70.34E-6,5.000
336.5E-12,70.02E-6,5.000
336.6E-12,69.70E-6,5.000
336.7E-12,69.38E-6,5.000
336.8E-12,69.06E-6,5.000
336.9E-12,68.75E-6,5.000
337.0E-12,68.44E-6,5.000
337.1E-12,68.12E-6,5.000
337.2E-12,67.81E-6,5.000
337.3E-12,67.50E-6,5.000
337.4E-12,67.20E-6,5.000
337.5E-12,66.89E-6,5.000
337.6E-12,66.59E-6,5.000
337.7E-12,66.28E-6,5.000
337.8E-12,65.98E-6,5.000
337.9E-12,65.68E-6,5.000
338.0E-12,65.38E-6,5.000
338.1E-12,65.08E-6,5.000
338.2E-12,64.79E-6,5.000
338.3E-12,64.49E-6,5.000
338.4E-12,64.20E-6,5.000
338.5E-12,63.90E-6,5.000
338.6E-12,63.61E-6,5.000
338.7E-12,63.32E-6,5.000
338.8E-12,63.03E-6,5.000
338.9E-12,62.75E-6,5.000
339.0E-12,62.46E-6,5.000
339.1E-12,62.18E-6,5.000
339.2E-12,61.89E-6,5.000
339.3E-12,61.61E-6,5.000
339.4E-12,61.33E-6,5.000
339.5E-12,61.05E-6,5.000
339.6E-12,60.77E-6,5.000
339.7E-12,60.50E-6,5.000
339.8E-12,60.22E-6,5.000
339.9E-12,59.95E-6,5.000
340.0E-12,59.67E-6,5.000
340.1E-12,59.40E-6,5.000
340.2E-12,59.13E-6,5.000
340.3E-12,58.86E-6,5.000
340.4E-12,58.59E-6,5.000
340.5E-12,58.33E-6,5.000
340.6E-12,58.06E-6,5.000
340.7E-12,57.80E-6,5.000
340.8E-12,57.53E-6,5.000
340.9E-12,57.27E-6,5.000
341.0E-12,57.01E-6,5.000
341.1E-12,56.75E-6,5.000
341.2E-12,56.49E-6,5.000
341.3E-12,56.23E-6,5.000
341.4E-12,55.98E-6,5.000
341.5E-12,55.72E-6,5.000
341.6E-12,55.47E-6,5.000
341.7E-12,55.22E-6,5.000
341.8E-12,54.96E-6,5.000
341.9E-12,54.71E-6,5.000
342.0E-12,54.46E-6,5.000
342.1E-12,54.22E-6,5.000
342.2E-12,53.97E-6,5.000
342.3E-12,53.72E-6,5.000
342.4E-12,53.48E-6,5.000
342.5E-12,53.23E-6,5.000
342.6E-12,52.99E-6,5.000
342.7E-12,52.75E-6,5.000
342.8E-12,52.51E-6,5.000
342.9E-12,52.27E-6,5.000
343.0E-12,52.03E-6,5.000
343.1E-12,51.80E-6,5.000
343.2E-12,51.56E-6,5.000
343.3E-12,51.32E-6,5.000
343.4E-12,51.09E-6,5.000
343.5E-12,50.86E-6,5.000
343.6E-12,50.63E-6,5.000
343.7E-12,50.40E-6,5.000
343.8E-12,50.17E-6,5.000
343.9E-12,49.94E-6,5.000
344.0E-12,49.71E-6,5.000
344.1E-12,49.48E-6,5.000
344.2E-12,49.26E-6,5.000
344.3E-12,49.03E-6,5.000
344.4E-12,48.81E-6,5.000
344.5E-12,48.59E-6,5.000
344.6E-12,48.37E-6,5.000
344.7E-12,48.15E-6,5.000
344.8E-12,47.93E-6,5.000
344.9E-12,47.71E-6,5.000
345.0E-12,47.49E-6,5.000
345.1E-12,47.27E-6,5.000
345.2E-12,47.06E-6,5.000
345.3E-12,46.84E-6,5.000
345.4E-12,46.63E-6,5.000
345.5E-12,46.42E-6,5.000
345.6E-12,46.21E-6,5.000
345.7E-12,46.00E-6,5.000
345.8E-12,45.79E-6,5.000
345.9E-12,45.58E-6,5.000
346.0E-12,45.37E-6,5.000
346.1E-12,45.16E-6,5.000
346.2E-12,44.96E-6,5.000
346.3E-12,44.75E-6,5.000
346.4E-12,44.55E-6,5.000
346.5E-12,44.35E-6,5.000
346.6E-12,44.14E-6,5.000
346.7E-12,43.94E-6,5.000
346.8E-12,43.74E-6,5.000
346.9E-12,43.54E-6,5.000
347.0E-12,43.35E-6,5.000
347.1E-12,43.15E-6,5.000
347.2E-12,42.95E-6,5.000
347.3E-12,42.76E-6,5.000
347.4E-12,42.56E-6,5.000
347.5E-12,42.37E-6,5.000
347.6E-12,42.17E-6,5.000
347.7E-12,41.98E-6,5.000
347.8E-12,41.79E-6,5.000
347.9E-12,41.60E-6,5.000
348.0E-12,41.41E-6,5.000
348.1E-12,41.22E-6,5.000
348.2E-12,41.03E-6,5.000
348.3E-12,40.85E-6,5.000
348.4E-12,40.66E-6,5.000
348.5E-12,40.48E-6,5.000
348.6E-12,40.29E-6,5.000
348.7E-12,40.11E-6,5.000
348.8E-12,39.92E-6,5.000
348.9E-12,39.74E-6,5.000
349.0E-12,39.56E-6,5.000
349.1E-12,39.38E-6,5.000
349.2E-12,39.20E-6,5.000
349.3E-12,39.02E-6,5.000
349.4E-12,38.85E-6,5.000
349.5E-12,38.67E-6,5.000
349.6E-12,38.49E-6,5.000
349.7E-12,38.32E-6,5.000
349.8E-12,38.14E-6,5.000
349.9E-12,37.97E-6,5.000
350.0E-12,37.80E-6,5.000
350.1E-12,37.62E-6,5.000
350.2E-12,37.45E-6,5.000
350.3E-12,37.28E-6,5.000
350.4E-12,37.11E-6,5.000
350.5E-12,36.94E-6,5.000
350.6E-12,36.77E-6,5.000
350.7E-12,36.61E-6,5.000
350.8E-12,36.44E-6,5.000
350.9E-12,36.27E-6,5.000
351.0E-12,36.11E-6,5.000
351.1E-12,35.94E-6,5.000
351.2E-12,35.78E-6,5.000
351.3E-12,35.62E-6,5.000
351.4E-12,35.46E-6,5.000
351.5E-12,35.29E-6,5.000
351.6E-12,35.13E-6,5.000
351.7E-12,34.97E-6,5.000
351.8E-12,34.81E-6,5.000
351.9E-12,34.66E-6,5.000
352.0E-12,34.50E-6,5.000
352.1E-12,34.34E-6,5.000
352.2E-12,34.18E-6,5.000
352.3E-12,34.03E-6,5.000
352.4E-12,33.87E-6,5.000
352.5E-12,33.72E-6,5.000
352.6E-12,33.56E-6,5.000
352.7E-12,33.41E-6,5.000
352.8E-12,33.26E-6,5.000
352.9E-12,33.11E-6,5.000
353.0E-12,32.96E-6,5.000
353.1E-12,32.81E-6,5.000
353.2E-12,32.66E-6,5.000
353.3E-12,32.51E-6,5.000
353.4E-12,32.36E-6,5.000
353.5E-12,32.21E-6,5.000
353.6E-12,32.07E-6,5.000
353.7E-12,31.92E-6,5.000
353.8E-12,31.78E-6,5.000
353.9E-12,31.63E-6,5.000
354.0E-12,31.49E-6,5.000
354.1E-12,31.34E-6,5.000
354.2E-12,31.20E-6,5.000
354.3E-12,31.06E-6,5.000
354.4E-12,30.92E-6,5.000
354.5E-12,30.78E-6,5.000
354.6E-12,30.64E-6,5.000
354.7E-12,30.50E-6,5.000
354.8E-12,30.36E-6,5.000
354.9E-12,30.22E-6,5.000
355.0E-12,30.08E-6,5.000
355.1E-12,29.94E-6,5.000
355.2E-12,29.81E-6,5.000
355.3E-12,29.67E-6,5.000
355.4E-12,29.54E-6,5.000
355.5E-12,29.40E-6,5.000
355.6E-12,29.27E-6,5.000
355.7E-12,29.13E-6,5.000
355.8E-12,29.00E-6,5.000
355.9E-12,28.87E-6,5.000
356.0E-12,28.74E-6,5.000
356.1E-12,28.61E-6,5.000
356.2E-12,28.48E-6,5.000
356.3E-12,28.35E-6,5.000
356.4E-12,28.22E-6,5.000
356.5E-12,28.09E-6,5.000
356.6E-12,27.96E-6,5.000
356.7E-12,27.83E-6,5.000
356.8E-12,27.71E-6,5.000
356.9E-12,27.58E-6,5.000
357.0E-12,27.46E-6,5.000
357.1E-12,27.33E-6,5.000
357.2E-12,27.21E-6,5.000
357.3E-12,27.08E-6,5.000
357.4E-12,26.96E-6,5.000
357.5E-12,26.84E-6,5.000
357.6E-12,26.71E-6,5.000
357.7E-12,26.59E-6,5.000
357.8E-12,26.47E-6,5.000
357.9E-12,26.35E-6,5.000
358.0E-12,26.23E-6,5.000
358.1E-12,26.11E-6,5.000
358.2E-12,25.99E-6,5.000
358.3E-12,25.87E-6,5.000
358.4E-12,25.76E-6,5.000
358.5E-12,25.64E-6,5.000
358.6E-12,25.52E-6,5.000
358.7E-12,25.41E-6,5.000
358.8E-12,25.29E-6,5.000
358.9E-12,25.17E-6,5.000
359.0E-12,25.06E-6,5.000
359.1E-12,24.95E-6,5.000
359.2E-12,24.83E-6,5.000
359.3E-12,24.72E-6,5.000
359.4E-12,24.61E-6,5.000
359.5E-12,24.49E-6,5.000
359.6E-12,24.38E-6,5.000
359.7E-12,24.27E-6,5.000
359.8E-12,24.16E-6,5.000
359.9E-12,24.05E-6,5.000
360.0E-12,23.94E-6,5.000
360.1E-12,23.83E-6,5.000
360.2E-12,23.72E-6,5.000
360.3E-12,23.62E-6,5.000
360.4E-12,23.51E-6,5.000
360.5E-12,23.40E-6,5.000
360.6E-12,23.29E-6,5.000
360.7E-12,23.19E-6,5.000
360.8E-12,23.08E-6,5.000
360.9E-12,22.98E-6,5.000
361.0E-12,22.87E-6,5.000
361.1E-12,22.77E-6,5.000
361.2E-12,22.67E-6,5.000
361.3E-12,22.56E-6,5.000
361.4E-12,22.46E-6,5.000
361.5E-12,22.36E-6,5.000
361.6E-12,22.26E-6,5.000
361.7E-12,22.15E-6,5.000
361.8E-12,22.05E-6,5.000
361.9E-12,21.95E-6,5.000
362.0E-12,21.85E-6,5.000
362.1E-12,21.75E-6,5.000
362.2E-12,21.65E-6,5.000
362.3E-12,21.56E-6,5.000
362.4E-12,21.46E-6,5.000
362.5E-12,21.36E-6,5.000
362.6E-12,21.26E-6,5.000
362.7E-12,21.17E-6,5.000
362.8E-12,21.07E-6,5.000
362.9E-12,20.97E-6,5.000
363.0E-12,20.88E-6,5.000
363.1E-12,20.78E-6,5.000
363.2E-12,20.69E-6,5.000
363.3E-12,20.59E-6,5.000
363.4E-12,20.50E-6,5.000
363.5E-12,20.41E-6,5.000
363.6E-12,20.31E-6,5.000
363.7E-12,20.22E-6,5.000
363.8E-12,20.13E-6,5.000
363.9E-12,20.04E-6,5.000
364.0E-12,19.95E-6,5.000
364.1E-12,19.86E-6,5.000
364.2E-12,19.76E-6,5.000
364.3E-12,19.67E-6,5.000
364.4E-12,19.59E-6,5.000
364.5E-12,19.50E-6,5.000
364.6E-12,19.41E-6,5.000
364.7E-12,19.32E-6,5.000
364.8E-12,19.23E-6,5.000
364.9E-12,19.14E-6,5.000
365.0E-12,19.06E-6,5.000
365.1E-12,18.97E-6,5.000
365.2E-12,18.88E-6,5.000
365.3E-12,18.80E-6,5.000
